text,label,seed
Are there floods on the new jersey turner south toward Philadelphia today?,5,is there flooding on the new jersey turnpike south heading towards philadelphia today ?
how much driving time is needed from cupertino to san jose.,4,how much driving time is needed from cupertino to san jose .
Give me the way to the State Fair by taking the toll roads and leaving at 10 am.,0,"give me directions to the state fair by taking toll roads , leaving at 10 in the morning ."
"If I drive in 5 minutes, when will I arrive at my destination?",2,"if i leave in 5 minutes , when will i arrive at my destination"
Diversions for traffic,6,traffic detours
which way is quicker to mark house,0,which way is faster to marks house
how far away is los angeles from rialto,1,how far is los angeles from rialto
"If I take the 11 hwy, I can make it to Yuma by 4 p.m.",2,if i take the 11 hwy can i make it to yuma by 4 pm
"I have a meeting in downtown Denver at 3 p.m., when should I go to get there on time and avoid heavy traffic",3,"i have a meeting in downtown denver at 3 pm , when should i leave to get there on time and avoid heavy traffic"
how much driving time is needed from cupertino to san jose.,4,how much driving time is needed from cupertino to san jose .
How long do I need to get home from here?,4,how long do i take to go home from here
What is the traffic from home to work like?,6,what is the traffic from home to work
How long is the journey between Hartford Connect and Charlotte North Carolina?,4,how long is the drive between hartford conneticut and charlotte north carolina
How long will it take me to get to tawnia's house in boise if I leave my mother's house now?,4,"how long will it take me to get to tawnia 's house in boise , if i leave my mom 's house now ?"
"How many miles from here to Iselin, new jersey?",1,"how many miles from here to iselin , new jersey ?"
"If I leave here at 8 o'clock in the morning, when will I get to work?",2,"if i leave here at 8 am , when will i get to work ?"
"If I take the bus now, can I get to work by 7am?",2,if i take the bus now can i reach my work by 7 am ?
How long will it take me to get to Jane's house if I leave in 10 minutes?,4,how long will it take me to get to jane 's house if i leave in 10 minutes
Flying kilometers between Alabama and Georgia,1,"mileage , by flight , between alabama and georgia"
"I want to be with my daughter at 8am, what time should I leave?",3,i want to be at my daughter 's by 8 am what time should i leave
Distance between nyc and la,1,distance between nyc and la
What is the distance between Washington DC and the new jersey from Newark?,1,what is the distance between washington dc and newark new jersey
Does rain affect my route to the motorcycle race in Hilwan?,5,do rain affect my route to motorbike race in hilwan ?
Fastest route to the airport,0,fastest route to airport
traffic in Toledonia is heavy,6,is traffic heavy in toledo
Tell me the direction of travel from my house to the Uta Shakespeare Festival,0,tell me the driving directions from my house to the utah shakespeare festival
What does my commute home look like?,6,how 's my commute home looking
Should I take an alternative route home today?,0,should i take an alternate route home today
"when would I arrive in trenton, nj if I left now and I - 75",2,"when would i arrive in trenton , nj if i left now and took i - 75"
When should I go if I want to make the girl's brunch at 3pm?,3,when should i leave if i want to make the girl 's brunch at 3 pm ?
What time will Abeer arrive here when she leaves her clinic at 7pm?,2,what time will abeer arrive here if she left her clinic at 7 pm ?
Traffic jam on the rt 690,6,is traffic backed up on rt 690
Are the roads to Main Street in Portland polluted this morning?,5,are the road to main st in portland fuggy this morning ?
I need help to get to unisys today at 3pm,0,i need help getting to unisys today at 3 pm
Who is the traffic sweeper?,6,who 's the traffic home
how many miles between san juan and minneapolis,1,how many miles between san juan and minneapolis
Roads are slippery,5,are the roads slick
Will I make it to the concert in time if I stop to get Monica?,2,leaving in 5 min will i make it to the concert ontime if i stop to pick up monica ?
How long will it take me to get to tawnia's house in boise if I leave my mother's house now?,4,"how long will it take me to get to tawnia 's house in boise , if i leave my mom 's house now ?"
how far from my house to the tennis lake,1,how far from my house to sweetwater tennessee
I need help to get to unisys today at 3pm,0,i need help getting to unisys today at 3 pm
How long does it take to drive from Dallas to Houston when I leave at 10 a.m.,4,how long does it take to drive from dallas to houston if i leave at 10 am
How long do I have to be away from home to be at fred meyer's until 9: 30 p.m.?,3,what time do i need to leave home by to get to fred meyer 's by 9 : 30 pm ?
When should I leave Chris's house to get to work at 9am on Friday morning?,3,what time should i depart from chris ' house to get to work by 9 am on friday morning ?
Can I get to the doctor's office in 15 minutes if I am at home by 12 noon?,2,can i get to the doctor 's office in 15 minutes if i leave home by 12pm ?
I'll make it to my sister's house for dinner by 6 p.m. if I go by 4: 30 p.m.,2,will i make it to sister 's house by 6 pm for dinner if i leave by 4 : 30 pm
What does my commute home look like?,6,how 's my commute home looking
Are the roads slick this morning?,5,are the roads slick this morning ?
How long will it take to get to New York by train?,4,how long will it take me to get to new york city with traffic
Is there a way to get to the hospital without construction?,0,is there a way to get to the hospital without construction ?
Can I come to georgia before 12 o'clock if I leave now?,2,can i get to georgia before noon if i leave now ?
When do I arrive at the mall when I leave my house at 7: 15 a.m.?,2,when will i arrive at the mall if i leave my house at 7 : 15
Will I get home on time when I leave work now?,2,will i get home on time if i leave work right now
When should I go to work at 8am?,3,when should i leave to get to work at 8 am
Philadelphia traffic please,6,traffic in philadelphia please
"I need to be in memphis at noon, when should I go?",3,i need to be in memphis by noon when should i leave ?
Traffic update now,6,traffic update now
Show me the way home,0,show me the direction to home
how many miles to Japan,1,how many miles to japan
